GeneID	Symbol	Description	log10baseMean	log2FC
102157402	AK6	adenylate kinase 6	2.685	0.379
6880	TAF9	TATA-box binding protein associated factor 9	3.008	0.281
5884	RAD17	RAD17 checkpoint clamp loader component	2.987	0.313
153562	MARVELD2	MARVEL domain containing 2	1.388	0.895
55814	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	2.93	0.319
23107	MRPS27	mitochondrial ribosomal protein S27	3.497	0.18
107986383	LOC107986383	uncharacterized LOC107986383	1.924	-0.997
689	BTF3	basic transcription factor 3	3.726	0.295
57763	ANKRA2	ankyrin repeat family A member 2	2.585	-0.169
8507	ENC1	ectodermal-neural cortex 1	2.64	-0.68
10412	NSA2	NSA2 ribosome biogenesis factor	3.12	0.278
51301	GCNT4	glucosaminyl (N-acetyl) transferase 4	1.462	-0.442
3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2.643	-0.27
2151	F2RL2	coagulation factor II thrombin receptor like 2	1.878	-1.637
2149	F2R	coagulation factor II thrombin receptor	3.147	-1.233
55109	AGGF1	angiogenic factor with G-patch and FHA domains 1	2.971	0.208
8622	PDE8B	phosphodiesterase 8B	2.432	-1.182
8546	AP3B1	adaptor related protein complex 3 subunit beta 1	3.025	0.294
29958	DMGDH	dimethylglycine dehydrogenase	1.992	0.403
23743	BHMT2	betaine--homocysteine S-methyltransferase 2	2.518	0.632
635	BHMT	betaine--homocysteine S-methyltransferase	1.166	0.631
102724530	LOC102724530	uncharacterized LOC102724530	0.944	0.65
167153	TENT2	terminal nucleotidyltransferase 2	3.019	-0.252
345778	MTX3	metaxin 3	2.884	0.223
7060	THBS4	thrombospondin 4	4.109	-1.488
101929215	THBS4-AS1	THBS4 antisense RNA 1	2.688	-1.368
441089	CRSP8P	mediator complex subunit 27 pseudogene	1.841	-0.242
4437	MSH3	mutS homolog 3	2.565	-0.244
5924	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	2.488	0.307
1160	CKMT2	creatine kinase, mitochondrial 2	4.601	0.363
7518	XRCC4	X-ray repair cross complementing 4	2.441	1.221
1404	HAPLN1	hyaluronan and proteoglycan link protein 1	2.345	-2.851
5921	RASA1	RAS p21 protein activator 1	2.881	0.216
153396	TMEM161B	transmembrane protein 161B	2.498	0.256
100505894	TMEM161B-DT	TMEM161B divergent transcript	2.275	0.531
109729137	MEF2C-AS2	MEF2C antisense RNA 2	1.755	0.361
101929423	MEF2C-AS1	MEF2C antisense RNA 1	1.282	-0.551
100505994	LUCAT1	lung cancer associated transcript 1	1.41	1.638
57561	ARRDC3	arrestin domain containing 3	2.946	-0.772
100129716	ARRDC3-AS1	ARRDC3 antisense RNA 1	1.461	-0.692
105379080	LOC105379080	uncharacterized LOC105379080	1.495	1.355
9652	SKIC3	SKI3 subunit of superkiller complex	3.391	0.215
153642	ARSK	arylsulfatase family member K	2.177	0.36
317671	RFESD	Rieske Fe-S domain containing	1.647	0.535
83890	SPATA9	spermatogenesis associated 9	1.881	0.361
202299	LINC01554	long intergenic non-protein coding RNA 1554	1.115	0.504
5122	PCSK1	proprotein convertase subtilisin/kexin type 1	0.929	0.97
55781	RIOK2	RIO kinase 2	2.706	0.165
1105	CHD1	chromodomain helicase DNA binding protein 1	2.812	0.243
5066	PAM	peptidylglycine alpha-amidating monooxygenase	4.553	0.276
54826	GIN1	gypsy retrotransposon integrase 1	2.655	0.322
23262	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	3.054	0.682
1946	EFNA5	ephrin A5	2.815	-0.464
642987	TMEM232	transmembrane protein 232	1.435	-0.509
91137	SLC25A46	solute carrier family 25 member 46	3.315	0.328
85480	TSLP	thymic stromal lymphopoietin	2.242	0.766
114915	EPB41L4A-AS1	EPB41L4A antisense RNA 1	2.19	-0.42
324	APC	APC regulator of WNT signaling pathway	3.074	0.226
6728	SRP19	signal recognition particle 19	2.868	0.412
7905	REEP5	receptor accessory protein 5	3.788	0.186
167227	DCP2	decapping mRNA 2	2.653	-0.264
64848	YTHDC2	YTH domain containing 2	2.975	0.258
3781	KCNN2	potassium calcium-activated channel subfamily N member 2	2.444	0.417
5229	PGGT1B	protein geranylgeranyltransferase type I subunit beta	2.709	0.264
153733	CCDC112	coiled-coil domain containing 112	2.357	0.322
353376	TICAM2	TIR domain containing adaptor molecule 2	1.755	0.361
101927100	TICAM2-AS1	TICAM2 antisense RNA 1	1.565	-0.523
1176	AP3S1	adaptor related protein complex 3 subunit sigma 1	3.009	0.158
206338	LVRN	laeverin	1.157	1.094
51397	COMMD10	COMM domain containing 10	2.828	-0.234
100422885	MIR1244-2	microRNA 1244-2	2.408	0.297
1657	DMXL1	Dmx like 1	2.906	0.279
25816	TNFAIP8	TNF alpha induced protein 8	2.365	0.883
3295	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	3.685	0.316
51334	PRR16	proline rich 16	2.545	-0.479
153443	SRFBP1	serum response factor binding protein 1	2.275	0.339
9627	SNCAIP	synuclein alpha interacting protein	1.865	-0.988
6643	SNX2	sorting nexin 2	2.999	0.183
28966	SNX24	sorting nexin 24	2.642	0.23
57507	ZNF608	zinc finger protein 608	2.592	0.448
51808	PHAX	phosphorylated adaptor for RNA export	2.862	0.153
4001	LMNB1	lamin B1	1.637	0.716
115123	MARCHF3	membrane associated ring-CH-type finger 3	2.793	-0.338
102723654	LOC102723654	uncharacterized LOC102723654	1.32	0.675
337876	CHSY3	chondroitin sulfate synthase 3	1.621	-0.867
105379171	LOC105379171	uncharacterized LOC105379171	1.481	-3.665
3094	HINT1	histidine triad nucleotide binding protein 1	3.417	0.353
8974	P4HA2	prolyl 4-hydroxylase subunit alpha 2	3.197	0.305
6583	SLC22A4	solute carrier family 22 member 4	1.792	-0.607
553103	MIR3936HG	MIR3936 host gene	2.083	-0.528
100500865	MIR3936	microRNA 3936	0.984	-0.911
441108	IRF1-AS1	IRF1 antisense RNA 1	2.108	-0.748
10111	RAD50	RAD50 double strand break repair protein	3.189	0.333
101927761	TH2LCRR	T helper type 2 locus control region associated RNA	1.68	0.227
11127	KIF3A	kinesin family member 3A	2.687	0.251
23176	SEPTIN8	septin 8	3.205	-0.172
134549	SHROOM1	shroom family member 1	2.359	-0.323
54819	ZCCHC10	zinc finger CCHC-type containing 10	2.553	-0.292
56951	C5orf15	chromosome 5 open reading frame 15	3.086	0.256
7416	VDAC1	voltage dependent anion channel 1	4.107	0.342
6932	TCF7	transcription factor 7	1.903	0.701
5515	PPP2CA	protein phosphatase 2 catalytic subunit alpha	3.728	-0.216
819	CAMLG	calcium modulating ligand	2.735	-0.154
9879	DDX46	DEAD-box helicase 46	3.155	0.387
79770	TXNDC15	thioredoxin domain containing 15	3.187	0.254
9555	MACROH2A1	macroH2A.1 histone	3.414	0.156
9547	CXCL14	C-X-C motif chemokine ligand 14	1.881	-1.391
153328	SLC25A48	solute carrier family 25 member 48	1.134	-1.698
10949	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0	3.339	-0.424
107986368	LOC107986368	uncharacterized LOC107986368	1.505	-0.523
9499	MYOT	myotilin	2.836	0.84
2676	GFRA3	GDNF family receptor alpha 3	1.583	-1.006
1958	EGR1	early growth response 1	3.389	-2.047
2107	ETF1	eukaryotic translation termination factor 1	3.53	0.179
3313	HSPA9	heat shock protein family A (Hsp70) member 9	4.134	0.318
1495	CTNNA1	catenin alpha 1	4.132	0.219
64374	SIL1	SIL1 nucleotide exchange factor	2.879	0.271
724102	SNHG4	small nucleolar RNA host gene 4	1.517	0.389
389333	PROB1	proline rich basic protein 1	3.262	0.321
202051	SPATA24	spermatogenesis associated 24	2.224	0.603
7322	UBE2D2	ubiquitin conjugating enzyme E2 D2	3.322	0.234
492311	IGIP	IgA inducing protein	2.804	-0.328
1839	HBEGF	heparin binding EGF like growth factor	3.18	-0.755
404734	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough	3.189	0.157
54882	ANKHD1	ankyrin repeat and KH domain containing 1	3.171	0.235
8637	EIF4EBP3	eukaryotic translation initiation factor 4E binding protein 3	2.373	-0.858
10011	SRA1	steroid receptor RNA activator 1	2.892	-0.511
10307	APBB3	amyloid beta precursor protein binding family B member 3	2.707	-0.881
113829	SLC35A4	solute carrier family 35 member A4	3.352	-0.151
929	CD14	CD14 molecule	2.656	0.606
3550	IK	IK cytokine	3.429	0.25
153527	ZMAT2	zinc finger matrin-type 2	3.103	0.228
56145	PCDHA3	protocadherin alpha 3	0.873	-0.736
56129	PCDHB7	protocadherin beta 7	1.667	-0.348
56125	PCDHB11	protocadherin beta 11	1.461	-0.753
56113	PCDHGA2	protocadherin gamma subfamily A, 2	2.539	-0.462
56112	PCDHGA3	protocadherin gamma subfamily A, 3	2.442	-0.422
56104	PCDHGB1	protocadherin gamma subfamily B, 1	2.121	-0.381
56111	PCDHGA4	protocadherin gamma subfamily A, 4	2.219	-0.256
56103	PCDHGB2	protocadherin gamma subfamily B, 2	2.28	-0.325
56110	PCDHGA5	protocadherin gamma subfamily A, 5	2.254	-0.428
56109	PCDHGA6	protocadherin gamma subfamily A, 6	2.305	-0.273
56108	PCDHGA7	protocadherin gamma subfamily A, 7	2.22	-0.314
8641	PCDHGB4	protocadherin gamma subfamily B, 4	2.215	-0.216
9708	PCDHGA8	protocadherin gamma subfamily A, 8	2.093	-0.388
56101	PCDHGB5	protocadherin gamma subfamily B, 5	2.285	-0.301
56107	PCDHGA9	protocadherin gamma subfamily A, 9	2.142	-0.413
56100	PCDHGB6	protocadherin gamma subfamily B, 6	2.307	-0.339
56106	PCDHGA10	protocadherin gamma subfamily A, 10	2.165	-0.352
56099	PCDHGB7	protocadherin gamma subfamily B, 7	2.428	-0.339
56105	PCDHGA11	protocadherin gamma subfamily A, 11	2.23	-0.205
56120	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene	1.306	0.723
26025	PCDHGA12	protocadherin gamma subfamily A, 12	2.347	-0.31
5098	PCDHGC3	protocadherin gamma subfamily C, 3	2.651	-0.296
1729	DIAPH1	diaphanous related formin 1	3.525	-0.397
89848	FCHSD1	FCH and double SH3 domains 1	2.297	-0.29
64411	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	3.106	-0.385
9812	DELE1	DAP3 binding cell death enhancer 1	3.591	-0.475
51294	PCDH12	protocadherin 12	2.942	-0.4
9604	RNF14	ring finger protein 14	3.441	0.165
80762	NDFIP1	Nedd4 family interacting protein 1	3.53	-0.209
81848	SPRY4	sprouty RTK signaling antagonist 4	2.985	-0.709
2246	FGF1	fibroblast growth factor 1	3.403	-0.489
153768	PRELID2	PRELI domain containing 2	1.984	1.498
643226	GRXCR2	glutaredoxin and cysteine rich domain containing 2	1.318	2.121
107986458	LOC107986458	uncharacterized LOC107986458	1.933	0.639
153769	SH3RF2	SH3 domain containing ring finger 2	3.892	0.636
51520	LARS1	leucyl-tRNA synthetase 1	3.501	0.328
10915	TCERG1	transcription elongation regulator 1	3.108	0.254
5521	PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta	1.657	-2.467
202374	STK32A	serine/threonine kinase 32A	1.891	-0.491
1809	DPYSL3	dihydropyrimidinase like 3	3.297	-0.929
389336	C5orf46	chromosome 5 open reading frame 46	2.325	-0.642
154	ADRB2	adrenoceptor beta 2	2.282	0.377
22885	ABLIM3	actin binding LIM protein family member 3	3.839	0.282
134265	AFAP1L1	actin filament associated protein 1 like 1	3.361	0.237
78991	PCYOX1L	prenylcysteine oxidase 1 like	2.328	-0.397
728264	CARMN	cardiac mesoderm enhancer-associated non-coding RNA	1.987	-0.681
389337	ARHGEF37	Rho guanine nucleotide exchange factor 37	3.063	0.488
133522	PPARGC1B	PPARG coactivator 1 beta	3.097	0.469
5145	PDE6A	phosphodiesterase 6A	1.3	-1.536
644762	MFFP2	MFF pseudogene 2	1.713	0.449
22993	HMGXB3	HMG-box containing 3	3.005	-0.156
1436	CSF1R	colony stimulating factor 1 receptor	2.955	-0.552
5159	PDGFRB	platelet derived growth factor receptor beta	3.559	0.353
6949	TCOF1	treacle ribosome biogenesis factor 1	2.936	0.278
972	CD74	CD74 molecule	3.987	-0.77
134466	ZNF300P1	zinc finger protein 300 pseudogene 1	2.273	-0.603
2878	GPX3	glutathione peroxidase 3	4.393	0.724
26112	CCDC69	coiled-coil domain containing 69	3.752	0.65
105378230	LOC105378230	uncharacterized LOC105378230	1.96	1.17
153201	SLC36A2	solute carrier family 36 member 2	0.97	1.488
206358	SLC36A1	solute carrier family 36 member 1	2.354	0.579
2890	GRIA1	glutamate ionotropic receptor AMPA type subunit 1	1.329	-1.004
10827	FAM114A2	family with sequence similarity 114 member A2	2.938	0.238
107986465	LOC107986465	uncharacterized LOC107986465	0.863	-0.705
79685	SAP30L	SAP30 like	3.084	0.245
9421	HAND1	heart and neural crest derivatives expressed 1	2.829	0.432
23367	LARP1	La ribonucleoprotein 1, translational regulator	3.802	0.153
29093	MRPL22	mitochondrial ribosomal protein L22	2.896	0.489
153743	PPP1R2B	PPP1R2 family member B	1.986	0.227
84868	HAVCR2	hepatitis A virus cellular receptor 2	1.97	0.555
3702	ITK	IL2 inducible T cell kinase	1.431	-0.805
8728	ADAM19	ADAM metallopeptidase domain 19	3.06	-1.133
134353	LSM11	LSM11, U7 small nuclear RNA associated	2.13	-0.241
9685	CLINT1	clathrin interactor 1	3.235	0.195
107986467	LOC107986467	uncharacterized LOC107986467	1.366	0.522
7265	TTC1	tetratricopeptide repeat domain 1	3.353	0.503
2172	FABP6	fatty acid binding protein 6	1.407	1.008
114898	C1QTNF2	C1q and TNF related 2	1.947	-1.087
63920	FAM200C	family with sequence similarity 200 member C	2.282	-0.351
10569	SLU7	SLU7 homolog, splicing factor	3.221	0.142
9232	PTTG1	PTTG1 regulator of sister chromatid separation, securin	1.294	1.644
900	CCNG1	cyclin G1	3.286	0.36
3161	HMMR	hyaluronan mediated motility receptor	1.317	1.048
27430	MAT2B	methionine adenosyltransferase 2B	3.278	-0.203
57451	TENM2	teneurin transmembrane protein 2	4.008	0.29
23286	WWC1	WW and C2 domain containing 1	1.458	1.962
5917	RARS1	arginyl-tRNA synthetase 1	3.096	0.193
6586	SLIT3	slit guidance ligand 3	3.001	-0.503
54908	SPDL1	spindle apparatus coiled-coil protein 1	2.109	0.182
3779	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1	2.04	-0.576
107986473	LOC107986473	uncharacterized LOC107986473	1.864	0.75
64901	RANBP17	RAN binding protein 17	1.857	-0.847
105377720	LOC105377720	uncharacterized LOC105377720	0.824	-1.997
23291	FBXW11	F-box and WD repeat domain containing 11	3.499	-0.281
54492	NEURL1B	neuralized E3 ubiquitin protein ligase 1B	3.402	-0.397
101928093	LOC101928093	uncharacterized LOC101928093	1.001	0.66
1843	DUSP1	dual specificity phosphatase 1	3.607	-0.683
57222	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1	3.473	0.298
51121	RPL26L1	ribosomal protein L26 like 1	2.381	0.26
8992	ATP6V0E1	ATPase H+ transporting V0 subunit e1	3.44	0.23
8614	STC2	stanniocalcin 2	2.633	1.21
105377735	LOC105377735		1.634	-0.523
91272	BOD1	biorientation of chromosomes in cell division 1	3.031	0.225
51617	NSG2	neuronal vesicle trafficking associated 2	1.428	-0.807
4488	MSX2	msh homeobox 2	1.596	-0.438
94081	SFXN1	sideroflexin 1	2.883	0.182
107986485	LOC107986485		1.002	1.171
57179	KIAA1191	KIAA1191	3.492	-0.211
51491	NOP16	NOP16 nucleolar protein	2.851	0.444
1212	CLTB	clathrin light chain B	3.594	0.307
112267951	LOC112267951		1.15	0.448
114787	GPRIN1	G protein regulated inducer of neurite outgrowth 1	1.176	0.528
26262	TSPAN17	tetraspanin 17	2.93	0.31
3101	HK3	hexokinase 3	1.94	0.938
23567	ZNF346	zinc finger protein 346	2.428	-0.204
2264	FGFR4	fibroblast growth factor receptor 4	1.328	1.035
64324	NSD1	nuclear receptor binding SET domain protein 1	3.255	0.303
80758	PRR7	proline rich 7, synaptic	1.528	-1.3
1627	DBN1	drebrin 1	2.987	-0.521
9260	PDLIM7	PDZ and LIM domain 7	3.028	-0.483
55651	NHP2	NHP2 ribonucleoprotein	2.742	0.284
3182	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	3.314	0.408
85007	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	3.158	-0.166
6940	ZNF354A	zinc finger protein 354A	2.53	0.478
117608	ZNF354B	zinc finger protein 354B	2.327	0.292
345462	ZNF879	zinc finger protein 879	2.146	0.285
30832	ZNF354C	zinc finger protein 354C	2.8	0.143
80230	RUFY1	RUN and FYVE domain containing 1	2.856	0.293
3187	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	3.779	0.16
821	CANX	calnexin	4.197	0.19
4056	LTC4S	leukotriene C4 synthase	1.721	-1.372
55819	RNF130	ring finger protein 130	3.125	0.267
5601	MAPK9	mitogen-activated protein kinase 9	3.219	0.252
2324	FLT4	fms related receptor tyrosine kinase 4	2.744	-0.352
81786	TRIM7	tripartite motif containing 7	2.539	-0.331
90933	TRIM41	tripartite motif containing 41	3.054	-0.279
100507602	TRIM52-AS1	TRIM52 antisense RNA 1 (head to head)	2.518	0.591
105377771	LOC105377771		1.392	-0.348
100132062	LOC100132062	uncharacterized LOC100132062	2.225	-0.605
56940	DUSP22	dual specificity phosphatase 22	3.185	0.15
2296	FOXC1	forkhead box C1	2.29	-0.626
340156	MYLK4	myosin light chain kinase family member 4	2.348	0.264
1992	SERPINB1	serpin family B member 1	2.942	0.313
5272	SERPINB9	serpin family B member 9	2.508	-0.581
5269	SERPINB6	serpin family B member 6	3.678	0.364
4835	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2	2.897	0.556
401233	HTATSF1P2	HIV-1 Tat specific factor 1 pseudogene 2	2.662	0.594
670	BPHL	biphenyl hydrolase like	2.608	-0.353
7280	TUBB2A	tubulin beta 2A class IIa	2.591	0.457
347733	TUBB2B	tubulin beta 2B class IIb	2.45	0.524
221749	PXDC1	PX domain containing 1	2.889	-0.276
8899	PRPF4B	pre-mRNA processing factor 4B	3.278	0.174
404220	TEX56P	testis expressed 56, pseudogene	2.898	0.271
100507506	ECI2-DT	ECI2 divergent transcript	1.353	-0.511
9425	CDYL	chromodomain Y like	2.764	0.218
10799	RPP40	ribonuclease P/MRP subunit p40	1.803	0.475
100129461	LYRM4-AS1	LYRM4 antisense RNA 1	1.115	0.7
648791	PPP1R3G	protein phosphatase 1 regulatory subunit 3G	2.428	0.401
10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	2.659	0.243
2162	F13A1	coagulation factor XIII A chain	3.414	0.779
101928004	LOC101928004	uncharacterized LOC101928004	2.526	-0.421
101928076	DSP-AS1	DSP antisense RNA 1	2.419	0.297
1832	DSP	desmoplakin	4.35	0.627
154007	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	2.824	0.393
654	BMP6	bone morphogenetic protein 6	2.407	-0.465
55003	PAK1IP1	PAK1 interacting protein 1	2.458	0.427
51406	NOL7	nucleolar protein 7	3.067	0.207
10048	RANBP9	RAN binding protein 9	3.115	0.177
63933	MCUR1	mitochondrial calcium uniporter regulator 1	2.917	0.259
84062	DTNBP1	dystrobrevin binding protein 1	2.652	0.241
29116	MYLIP	myosin regulatory light chain interacting protein	2.791	-0.45
2766	GMPR	guanosine monophosphate reductase	3.467	0.526
51439	FAM8A1	family with sequence similarity 8 member A1	3.085	0.193
63971	KIF13A	kinesin family member 13A	3.724	-0.461
378884	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1	1.703	-0.743
7172	TPMT	thiopurine S-methyltransferase	2.831	0.255
7913	DEK	DEK proto-oncogene	3.298	0.294
3400	ID4	inhibitor of DNA binding 4	2.298	-0.968
401237	CASC15	cancer susceptibility 15	1.44	-0.479
57380	MRS2	magnesium transporter MRS2	3.237	0.29
51567	TDP2	tyrosyl-DNA phosphodiesterase 2	2.908	0.178
55856	ACOT13	acyl-CoA thioesterase 13	3.141	0.518
81688	C6orf62	chromosome 6 open reading frame 62	3.351	-0.413
51053	GMNN	geminin DNA replication inhibitor	2.135	0.615
9750	RIPOR2	RHO family interacting cell polarization regulator 2	2.342	-1.12
55604	CARMIL1	capping protein regulator and myosin 1 linker 1	2.603	-0.766
10590	SCGN	secretagogin, EF-hand calcium binding protein	1.801	1.193
3006	H1-2	H1.2 linker histone, cluster member	3.116	0.776
3017	H2BC5	H2B clustered histone 5	2.492	0.829
8367	H4C5	H4 clustered histone 5	0.931	-0.848
11119	BTN3A1	butyrophilin subfamily 3 member A1	2.772	-0.442
107986583	LOC107986583	uncharacterized LOC107986583	2.129	-0.211
493812	HCG11	HLA complex group 11	2.657	-0.313
8970	H2BC11	H2B clustered histone 11	1.119	0.944
7754	ZNF204P	zinc finger protein 204, pseudogene	2.72	0.413
8330	H2AC15	H2A clustered histone 15	1.426	-1.233
100129195	ZSCAN16-AS1	ZSCAN16 antisense RNA 1	2.415	-0.258
80345	ZSCAN16	zinc finger and SCAN domain containing 16	1.816	0.335
222698	NKAPL	NFKB activating protein like	2.177	0.294
114821	SCAND3	SCAN domain containing 3	1.607	0.757
5987	TRIM27	tripartite motif containing 27	2.888	-0.294
4340	MOG	myelin oligodendrocyte glycoprotein	1.979	1.801
3134	HLA-F	major histocompatibility complex, class I, F	3.015	-0.447
3136	HLA-H	major histocompatibility complex, class I, H (pseudogene)	3.124	-0.507
3105	HLA-A	major histocompatibility complex, class I, A	3.819	-0.337
3137	HLA-J	major histocompatibility complex, class I, J (pseudogene)	2.217	-0.71
30834	POLR1H	RNA polymerase I subunit H	2.325	-0.392
6992	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11	3.116	0.376
80352	RNF39	ring finger protein 39	1.877	0.699
3139	HLA-L	major histocompatibility complex, class I, L (pseudogene)	2.117	-0.966
202658	TRIM39-RPP21	TRIM39-RPP21 readthrough	2.243	0.17
79897	RPP21	ribonuclease P/MRP subunit p21	2.007	0.313
3133	HLA-E	major histocompatibility complex, class I, E	3.974	-0.407
2794	GNL1	G protein nucleolar 1 (putative)	2.962	-0.346
80742	PRR3	proline rich 3	2.159	-0.21
